ENSMUSG00000025917	Cops5	COP9 signalosome subunit 5 [Source:MGI Symbol%3BAcc:MGI:1349415]
ENSMUSG00000056763	Cspp1	centrosome and spindle pole associated protein 1 [Source:MGI Symbol%3BAcc:MGI:2681832]
ENSMUSG00000102356	1700047N06Rik	RIKEN cDNA 1700047N06 gene [Source:MGI Symbol%3BAcc:MGI:1923853]
ENSMUSG00000067851	Arfgef1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) [Source:MGI Symbol%3BAcc:MGI:2442988]
ENSMUSG00000102556	Gm37569	predicted gene%2C 37569 [Source:MGI Symbol%3BAcc:MGI:5610797]
ENSMUSG00000042501	Cpa6	carboxypeptidase A6 [Source:MGI Symbol%3BAcc:MGI:3045348]
ENSMUSG00000103810	Gm38005	predicted gene%2C 38005 [Source:MGI Symbol%3BAcc:MGI:5611233]
ENSMUSG00000103448	Gm37133	predicted gene%2C 37133 [Source:MGI Symbol%3BAcc:MGI:5610361]
ENSMUSG00000048960	Prex2	phosphatidylinositol-3%2C4%2C5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol%3BAcc:MGI:1923385]
ENSMUSG00000103494	Gm37410	predicted gene%2C 37410 [Source:MGI Symbol%3BAcc:MGI:5610638]
ENSMUSG00000057715	A830018L16Rik	RIKEN cDNA A830018L16 gene [Source:MGI Symbol%3BAcc:MGI:2444149]
ENSMUSG00000103825	Gm38178	predicted gene%2C 38178 [Source:MGI Symbol%3BAcc:MGI:5611406]
ENSMUSG00000103561	Gm38069	predicted gene%2C 38069 [Source:MGI Symbol%3BAcc:MGI:5611297]
ENSMUSG00000016918	Sulf1	sulfatase 1 [Source:MGI Symbol%3BAcc:MGI:2138563]
ENSMUSG00000025938	Slco5a1	solute carrier organic anion transporter family%2C member 5A1 [Source:MGI Symbol%3BAcc:MGI:2443431]
ENSMUSG00000104518	Gm37162	predicted gene%2C 37162 [Source:MGI Symbol%3BAcc:MGI:5610390]
ENSMUSG00000042414	Prdm14	PR domain containing 14 [Source:MGI Symbol%3BAcc:MGI:3588194]
ENSMUSG00000005886	Ncoa2	nuclear receptor coactivator 2 [Source:MGI Symbol%3BAcc:MGI:1276533]
ENSMUSG00000103506	Gm38376	predicted gene%2C 38376 [Source:MGI Symbol%3BAcc:MGI:5611604]
ENSMUSG00000103495	Gm37409	predicted gene%2C 37409 [Source:MGI Symbol%3BAcc:MGI:5610637]
ENSMUSG00000102639	Gm38223	predicted gene%2C 38223 [Source:MGI Symbol%3BAcc:MGI:5611451]
ENSMUSG00000104170	Gm37702	predicted gene%2C 37702 [Source:MGI Symbol%3BAcc:MGI:5610930]
ENSMUSG00000103085	Gm38120	predicted gene%2C 38120 [Source:MGI Symbol%3BAcc:MGI:5611348]
ENSMUSG00000102664	Gm38380	predicted gene%2C 38380 [Source:MGI Symbol%3BAcc:MGI:5611608]
ENSMUSG00000025935	Tram1	translocating chain-associating membrane protein 1 [Source:MGI Symbol%3BAcc:MGI:1919515]
ENSMUSG00000025937	Lactb2	lactamase%2C beta 2 [Source:MGI Symbol%3BAcc:MGI:2442551]
ENSMUSG00000102982	Gm38319	predicted gene%2C 38319 [Source:MGI Symbol%3BAcc:MGI:5611547]
ENSMUSG00000067813	Xkr9	X-linked Kx blood group related 9 [Source:MGI Symbol%3BAcc:MGI:2686466]
ENSMUSG00000102166	Gm36947	predicted gene%2C 36947 [Source:MGI Symbol%3BAcc:MGI:5610175]
ENSMUSG00000104209	Gm37400	predicted gene%2C 37400 [Source:MGI Symbol%3BAcc:MGI:5610628]
ENSMUSG00000025932	Eya1	EYA transcriptional coactivator and phosphatase 1 [Source:MGI Symbol%3BAcc:MGI:109344]
ENSMUSG00000102588	Gm37444	predicted gene%2C 37444 [Source:MGI Symbol%3BAcc:MGI:5610672]
ENSMUSG00000025930	Msc	musculin [Source:MGI Symbol%3BAcc:MGI:1333884]
ENSMUSG00000103492	Gm37412	predicted gene%2C 37412 [Source:MGI Symbol%3BAcc:MGI:5610640]
ENSMUSG00000032769	Trpa1	transient receptor potential cation channel%2C subfamily A%2C member 1 [Source:MGI Symbol%3BAcc:MGI:3522699]
ENSMUSG00000092083	Kcnb2	potassium voltage gated channel%2C Shab-related subfamily%2C member 2 [Source:MGI Symbol%3BAcc:MGI:99632]
ENSMUSG00000102937	Gm38116	predicted gene%2C 38116 [Source:MGI Symbol%3BAcc:MGI:5611344]
ENSMUSG00000104149	Gm37138	predicted gene%2C 37138 [Source:MGI Symbol%3BAcc:MGI:5610366]
ENSMUSG00000025925	Terf1	telomeric repeat binding factor 1 [Source:MGI Symbol%3BAcc:MGI:109634]
ENSMUSG00000104379	Gm37509	predicted gene%2C 37509 [Source:MGI Symbol%3BAcc:MGI:5610737]
ENSMUSG00000032719	Sbspon	somatomedin B and thrombospondin%2C type 1 domain containing [Source:MGI Symbol%3BAcc:MGI:2684952]
ENSMUSG00000067795	4930444P10Rik	RIKEN cDNA 4930444P10 gene [Source:MGI Symbol%3BAcc:MGI:1923049]
ENSMUSG00000043716	Rpl7	ribosomal protein L7 [Source:MGI Symbol%3BAcc:MGI:98073]
ENSMUSG00000025921	Rdh10	retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol%3BAcc:MGI:1924238]
ENSMUSG00000104165	Gm38249	predicted gene%2C 38249 [Source:MGI Symbol%3BAcc:MGI:5611477]
ENSMUSG00000025920	Stau2	staufen double-stranded RNA binding protein 2 [Source:MGI Symbol%3BAcc:MGI:1352508]
ENSMUSG00000025939	Ube2w	ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol%3BAcc:MGI:1914049]
ENSMUSG00000102457	Gm38342	predicted gene%2C 38342 [Source:MGI Symbol%3BAcc:MGI:5611570]
ENSMUSG00000079658	Eloc	elongin C [Source:MGI Symbol%3BAcc:MGI:1915173]
ENSMUSG00000025940	Tmem70	transmembrane protein 70 [Source:MGI Symbol%3BAcc:MGI:1915068]
ENSMUSG00000025779	Ly96	lymphocyte antigen 96 [Source:MGI Symbol%3BAcc:MGI:1341909]
ENSMUSG00000104133	4921511E07Rik	RIKEN cDNA 4921511E07 gene [Source:MGI Symbol%3BAcc:MGI:1918145]
ENSMUSG00000042686	Jph1	junctophilin 1 [Source:MGI Symbol%3BAcc:MGI:1891495]
ENSMUSG00000025777	Gdap1	ganglioside-induced differentiation-associated-protein 1 [Source:MGI Symbol%3BAcc:MGI:1338002]
ENSMUSG00000067780	Pi15	peptidase inhibitor 15 [Source:MGI Symbol%3BAcc:MGI:1934659]
ENSMUSG00000025776	Crispld1	cysteine-rich secretory protein LCCL domain containing 1 [Source:MGI Symbol%3BAcc:MGI:1934666]
ENSMUSG00000025774	Crisp4	cysteine-rich secretory protein 4 [Source:MGI Symbol%3BAcc:MGI:1925331]
ENSMUSG00000073735	Defb18	defensin beta 18 [Source:MGI Symbol%3BAcc:MGI:3648148]
ENSMUSG00000067773	Defb41	defensin beta 41 [Source:MGI Symbol%3BAcc:MGI:1924923]
ENSMUSG00000042596	Tfap2d	transcription factor AP-2%2C delta [Source:MGI Symbol%3BAcc:MGI:2153466]
ENSMUSG00000025927	Tfap2b	transcription factor AP-2 beta [Source:MGI Symbol%3BAcc:MGI:104672]
ENSMUSG00000102597	Gm38382	predicted gene%2C 38382 [Source:MGI Symbol%3BAcc:MGI:5611610]
ENSMUSG00000043760	Pkhd1	polycystic kidney and hepatic disease 1 [Source:MGI Symbol%3BAcc:MGI:2155808]
ENSMUSG00000104095	Gm37315	predicted gene%2C 37315 [Source:MGI Symbol%3BAcc:MGI:5610543]
ENSMUSG00000025929	Il17a	interleukin 17A [Source:MGI Symbol%3BAcc:MGI:107364]
ENSMUSG00000041872	Il17f	interleukin 17F [Source:MGI Symbol%3BAcc:MGI:2676631]
ENSMUSG00000041859	Mcm3	minichromosome maintenance complex component 3 [Source:MGI Symbol%3BAcc:MGI:101845]
ENSMUSG00000025931	Paqr8	progestin and adipoQ receptor family member VIII [Source:MGI Symbol%3BAcc:MGI:1921479]
ENSMUSG00000041809	Efhc1	EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol%3BAcc:MGI:1919127]
ENSMUSG00000041779	Tram2	translocating chain-associating membrane protein 2 [Source:MGI Symbol%3BAcc:MGI:1924817]
ENSMUSG00000025933	Tmem14a	transmembrane protein 14A [Source:MGI Symbol%3BAcc:MGI:1922962]
ENSMUSG00000102633	Gm38224	predicted gene%2C 38224 [Source:MGI Symbol%3BAcc:MGI:5611452]
ENSMUSG00000025934	Gsta3	glutathione S-transferase%2C alpha 3 [Source:MGI Symbol%3BAcc:MGI:95856]
ENSMUSG00000067750	Khdc1a	KH domain containing 1A [Source:MGI Symbol%3BAcc:MGI:2676610]
ENSMUSG00000041722	Khdc1c	KH domain containing 1C [Source:MGI Symbol%3BAcc:MGI:3583007]
ENSMUSG00000085079	Khdc1b	KH domain containing 1B [Source:MGI Symbol%3BAcc:MGI:2138477]
ENSMUSG00000028033	Kcnq5	potassium voltage-gated channel%2C subfamily Q%2C member 5 [Source:MGI Symbol%3BAcc:MGI:1924937]
ENSMUSG00000104138	Gm36949	predicted gene%2C 36949 [Source:MGI Symbol%3BAcc:MGI:5610177]
ENSMUSG00000103748	Gm38243	predicted gene%2C 38243 [Source:MGI Symbol%3BAcc:MGI:5611471]
ENSMUSG00000041670	Rims1	regulating synaptic membrane exocytosis 1 [Source:MGI Symbol%3BAcc:MGI:2152971]
ENSMUSG00000073730	Ppp1r14bl	protein phosphatase 1%2C regulatory inhibitor subunit 14B like [Source:MGI Symbol%3BAcc:MGI:1914005]
ENSMUSG00000102766	Gm6420	predicted gene 6420 [Source:MGI Symbol%3BAcc:MGI:3644588]
ENSMUSG00000026158	Ogfrl1	opioid growth factor receptor-like 1 [Source:MGI Symbol%3BAcc:MGI:1917405]
ENSMUSG00000026156	B3gat2	beta-1%2C3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol%3BAcc:MGI:2389490]
ENSMUSG00000026155	Smap1	small ArfGAP 1 [Source:MGI Symbol%3BAcc:MGI:2138261]
ENSMUSG00000026154	Sdhaf4	succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol%3BAcc:MGI:1915252]
ENSMUSG00000102495	Gm26524	predicted gene%2C 26524 [Source:MGI Symbol%3BAcc:MGI:5477018]
ENSMUSG00000026153	Fam135a	family with sequence similarity 135%2C member A [Source:MGI Symbol%3BAcc:MGI:1915437]
ENSMUSG00000102398	Gm37580	predicted gene%2C 37580 [Source:MGI Symbol%3BAcc:MGI:5610808]
ENSMUSG00000026147	Col9a1	collagen%2C type IX%2C alpha 1 [Source:MGI Symbol%3BAcc:MGI:88465]
ENSMUSG00000026141	Col19a1	collagen%2C type XIX%2C alpha 1 [Source:MGI Symbol%3BAcc:MGI:1095415]
ENSMUSG00000073725	Lmbrd1	LMBR1 domain containing 1 [Source:MGI Symbol%3BAcc:MGI:1915671]
ENSMUSG00000033569	Adgrb3	adhesion G protein-coupled receptor B3 [Source:MGI Symbol%3BAcc:MGI:2441837]
ENSMUSG00000104257	Gm20172	predicted gene%2C 20172 [Source:MGI Symbol%3BAcc:MGI:5012357]
ENSMUSG00000102296	Gm37543	predicted gene%2C 37543 [Source:MGI Symbol%3BAcc:MGI:5610771]
ENSMUSG00000103209	Gm37331	predicted gene%2C 37331 [Source:MGI Symbol%3BAcc:MGI:5610559]
ENSMUSG00000104027	Gm37211	predicted gene%2C 37211 [Source:MGI Symbol%3BAcc:MGI:5610439]
ENSMUSG00000102407	Gm37862	predicted gene%2C 37862 [Source:MGI Symbol%3BAcc:MGI:5611090]
ENSMUSG00000103214	Gm38286	predicted gene%2C 38286 [Source:MGI Symbol%3BAcc:MGI:5611514]
ENSMUSG00000104100	Gm37880	predicted gene%2C 37880 [Source:MGI Symbol%3BAcc:MGI:5611108]
ENSMUSG00000103889	Gm37011	predicted gene%2C 37011 [Source:MGI Symbol%3BAcc:MGI:5610239]
ENSMUSG00000104221	Gm37051	predicted gene%2C 37051 [Source:MGI Symbol%3BAcc:MGI:5610279]
ENSMUSG00000102250	Gm38260	predicted gene%2C 38260 [Source:MGI Symbol%3BAcc:MGI:5611488]
ENSMUSG00000102317	Gm37628	predicted gene%2C 37628 [Source:MGI Symbol%3BAcc:MGI:5610856]
ENSMUSG00000103563	8030445P17Rik	RIKEN cDNA 8030445P17 gene [Source:MGI Symbol%3BAcc:MGI:2442299]
ENSMUSG00000102465	Gm38198	predicted gene%2C 38198 [Source:MGI Symbol%3BAcc:MGI:5611426]
ENSMUSG00000102659	Gm37077	predicted gene%2C 37077 [Source:MGI Symbol%3BAcc:MGI:5610305]
ENSMUSG00000103924	Gm37895	predicted gene%2C 37895 [Source:MGI Symbol%3BAcc:MGI:5611123]
ENSMUSG00000104132	Gm36952	predicted gene%2C 36952 [Source:MGI Symbol%3BAcc:MGI:5610180]
ENSMUSG00000102747	Gm37602	predicted gene%2C 37602 [Source:MGI Symbol%3BAcc:MGI:5610830]
ENSMUSG00000102386	2900022M07Rik	RIKEN cDNA 2900022M07 gene [Source:MGI Symbol%3BAcc:MGI:1920201]
ENSMUSG00000103004	2900002M20Rik	RIKEN cDNA 2900002M20 gene [Source:MGI Symbol%3BAcc:MGI:1925574]
ENSMUSG00000104516	Gm9884	predicted gene 9884 [Source:MGI Symbol%3BAcc:MGI:3642830]
ENSMUSG00000073722	4931408C20Rik	RIKEN cDNA 4931408C20 gene [Source:MGI Symbol%3BAcc:MGI:3588222]
ENSMUSG00000103241	Gm38089	predicted gene%2C 38089 [Source:MGI Symbol%3BAcc:MGI:5611317]
ENSMUSG00000048411	Gm597	predicted gene 597 [Source:MGI Symbol%3BAcc:MGI:2685443]
ENSMUSG00000048874	Phf3	PHD finger protein 3 [Source:MGI Symbol%3BAcc:MGI:2446126]
ENSMUSG00000103783	Gm37522	predicted gene%2C 37522 [Source:MGI Symbol%3BAcc:MGI:5610750]
ENSMUSG00000104315	Gm37906	predicted gene%2C 37906 [Source:MGI Symbol%3BAcc:MGI:5611134]
ENSMUSG00000026064	Ptp4a1	protein tyrosine phosphatase 4a1 [Source:MGI Symbol%3BAcc:MGI:1277096]
ENSMUSG00000117310	Ptp4a1	protein tyrosine phosphatase 4a1 [Source:MGI Symbol%3BAcc:MGI:1277096]
ENSMUSG00000117091	Gm5698	predicted gene 5698 [Source:MGI Symbol%3BAcc:MGI:3649020]
ENSMUSG00000086727	4931428L18Rik	RIKEN cDNA 4931428L18 gene [Source:MGI Symbol%3BAcc:MGI:1918238]
ENSMUSG00000050217	Lgsn	lengsin%2C lens protein with glutamine synthetase domain [Source:MGI Symbol%3BAcc:MGI:2672844]
ENSMUSG00000026063	Dnaaf6	dynein axonemal assembly factor 6 [Source:MGI Symbol%3BAcc:MGI:1921958]
ENSMUSG00000094215	Gm6489	predicted gene 6489 [Source:MGI Symbol%3BAcc:MGI:3646684]
ENSMUSG00000026058	Khdrbs2	KH domain containing%2C RNA binding%2C signal transduction associated 2 [Source:MGI Symbol%3BAcc:MGI:2159649]
ENSMUSG00000103482	Gm37999	predicted gene%2C 37999 [Source:MGI Symbol%3BAcc:MGI:5611227]
ENSMUSG00000104498	Gm37110	predicted gene%2C 37110 [Source:MGI Symbol%3BAcc:MGI:5610338]
ENSMUSG00000104313	Gm37911	predicted gene%2C 37911 [Source:MGI Symbol%3BAcc:MGI:5611139]
ENSMUSG00000102865	Gm9839	predicted gene 9839 [Source:MGI Symbol%3BAcc:MGI:3641910]
ENSMUSG00000102321	Gm37792	predicted gene%2C 37792 [Source:MGI Symbol%3BAcc:MGI:5611020]
ENSMUSG00000091318	Semp2l1	SUMO/sentrin specific peptidase 2-like 1 [Source:MGI Symbol%3BAcc:MGI:3644687]
ENSMUSG00000104433	Gm37426	predicted gene%2C 37426 [Source:MGI Symbol%3BAcc:MGI:5610654]
ENSMUSG00000102926	Gm37151	predicted gene%2C 37151 [Source:MGI Symbol%3BAcc:MGI:5610379]
ENSMUSG00000026134	Prim2	DNA primase%2C p58 subunit [Source:MGI Symbol%3BAcc:MGI:97758]
ENSMUSG00000102714	Gm37618	predicted gene%2C 37618 [Source:MGI Symbol%3BAcc:MGI:5610846]
ENSMUSG00000103746	1700001G17Rik	RIKEN cDNA 1700001G17 gene [Source:MGI Symbol%3BAcc:MGI:1914753]
ENSMUSG00000102198	Gm38173	predicted gene%2C 38173 [Source:MGI Symbol%3BAcc:MGI:5611401]
ENSMUSG00000004768	Rab23	RAB23%2C member RAS oncogene family [Source:MGI Symbol%3BAcc:MGI:99833]
ENSMUSG00000042215	Bag2	BCL2-associated athanogene 2 [Source:MGI Symbol%3BAcc:MGI:1891254]
ENSMUSG00000103072	Gm37905	predicted gene%2C 37905 [Source:MGI Symbol%3BAcc:MGI:5611133]
ENSMUSG00000042197	Zfp451	zinc finger protein 451 [Source:MGI Symbol%3BAcc:MGI:2137896]
ENSMUSG00000042182	Bend6	BEN domain containing 6 [Source:MGI Symbol%3BAcc:MGI:2444572]
ENSMUSG00000104416	Gm37067	predicted gene%2C 37067 [Source:MGI Symbol%3BAcc:MGI:5610295]
ENSMUSG00000026131	Dst	dystonin [Source:MGI Symbol%3BAcc:MGI:104627]
ENSMUSG00000103596	Gm37354	predicted gene%2C 37354 [Source:MGI Symbol%3BAcc:MGI:5610582]
ENSMUSG00000103364	Gm38157	predicted gene%2C 38157 [Source:MGI Symbol%3BAcc:MGI:5611385]
ENSMUSG00000103001	A930005N03Rik	RIKEN cDNA A930005N03 gene [Source:MGI Symbol%3BAcc:MGI:1924441]
ENSMUSG00000102839	Gm37385	predicted gene%2C 37385 [Source:MGI Symbol%3BAcc:MGI:5610613]
ENSMUSG00000042111	Ccdc115	coiled-coil domain containing 115 [Source:MGI Symbol%3BAcc:MGI:1916918]
ENSMUSG00000026127	Imp4	IMP4%2C U3 small nucleolar ribonucleoprotein [Source:MGI Symbol%3BAcc:MGI:106572]
ENSMUSG00000026126	Ptpn18	protein tyrosine phosphatase%2C non-receptor type 18 [Source:MGI Symbol%3BAcc:MGI:108410]
ENSMUSG00000026125	Prss39	protease%2C serine 39 [Source:MGI Symbol%3BAcc:MGI:1270856]
ENSMUSG00000026124	Cfc1	cripto%2C FRL-1%2C cryptic family 1 [Source:MGI Symbol%3BAcc:MGI:109448]
ENSMUSG00000037529	Prss40	protease%2C serine 40 [Source:MGI Symbol%3BAcc:MGI:1270857]
ENSMUSG00000045174	Amer3	APC membrane recruitment 3 [Source:MGI Symbol%3BAcc:MGI:3026939]
ENSMUSG00000037509	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol%3BAcc:MGI:2442507]
ENSMUSG00000118272	Gm55978	predicted gene%2C 55978 [Source:MGI Symbol%3BAcc:MGI:6848416]
ENSMUSG00000037503	Fam168b	family with sequence similarity 168%2C member B [Source:MGI Symbol%3BAcc:MGI:2448487]
ENSMUSG00000104358	Gm37127	predicted gene%2C 37127 [Source:MGI Symbol%3BAcc:MGI:5610355]
ENSMUSG00000026123	Plekhb2	pleckstrin homology domain containing%2C family B (evectins) member 2 [Source:MGI Symbol%3BAcc:MGI:2385825]
ENSMUSG00000102434	Gm38049	predicted gene%2C 38049 [Source:MGI Symbol%3BAcc:MGI:5611277]
ENSMUSG00000045216	Hs6st1	heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol%3BAcc:MGI:1354958]
ENSMUSG00000037470	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol%3BAcc:MGI:2443162]
ENSMUSG00000047180	Neurl3	neuralized E3 ubiquitin protein ligase 3 [Source:MGI Symbol%3BAcc:MGI:2429944]
ENSMUSG00000037447	Arid5a	AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol%3BAcc:MGI:2443039]
ENSMUSG00000010453	Kansl3	KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol%3BAcc:MGI:1918055]
ENSMUSG00000037432	Fer1l5	fer-1-like 5 (C. elegans) [Source:MGI Symbol%3BAcc:MGI:3616091]
ENSMUSG00000001143	Lman2l	lectin%2C mannose-binding 2-like [Source:MGI Symbol%3BAcc:MGI:2443010]
ENSMUSG00000037408	Cnnm4	cyclin M4 [Source:MGI Symbol%3BAcc:MGI:2151060]
ENSMUSG00000104316	Gm37909	predicted gene%2C 37909 [Source:MGI Symbol%3BAcc:MGI:5611137]
ENSMUSG00000001138	Cnnm3	cyclin M3 [Source:MGI Symbol%3BAcc:MGI:2151055]
ENSMUSG00000067653	Ankrd23	ankyrin repeat domain 23 [Source:MGI Symbol%3BAcc:MGI:1925571]
ENSMUSG00000109510	Gm42417	predicted gene%2C 42417 [Source:MGI Symbol%3BAcc:MGI:5649003]
ENSMUSG00000079610	Ankrd39	ankyrin repeat domain 39 [Source:MGI Symbol%3BAcc:MGI:1914816]
ENSMUSG00000026121	Sema4c	sema domain%2C immunoglobulin domain (Ig)%2C transmembrane domain (TM) and short cytoplasmic domain%2C (semaphorin) 4C [Source:MGI Symbol%3BAcc:MGI:109252]
ENSMUSG00000046337	Fam178b	family with sequence similarity 178%2C member B [Source:MGI Symbol%3BAcc:MGI:3026913]
ENSMUSG00000061518	Cox5b	cytochrome c oxidase subunit 5B [Source:MGI Symbol%3BAcc:MGI:88475]
ENSMUSG00000037351	Actr1b	ARP1 actin-related protein 1B%2C centractin beta [Source:MGI Symbol%3BAcc:MGI:1917446]
ENSMUSG00000102416	4933424G06Rik	RIKEN cDNA 4933424G06 gene [Source:MGI Symbol%3BAcc:MGI:1918416]
ENSMUSG00000026117	Zap70	zeta-chain (TCR) associated protein kinase [Source:MGI Symbol%3BAcc:MGI:99613]
ENSMUSG00000026116	Tmem131	transmembrane protein 131 [Source:MGI Symbol%3BAcc:MGI:1927110]
ENSMUSG00000103016	Gm37506	predicted gene%2C 37506 [Source:MGI Symbol%3BAcc:MGI:5610734]
ENSMUSG00000103159	F830112A20Rik	RIKEN cDNA F830112A20 gene [Source:MGI Symbol%3BAcc:MGI:3641781]
